Date AgeGroup CountType Count
200510 0-9 Deaths NA
200510 10-19 PosTests 1078
200510 10-19 Deaths NA
200510 20-29 PosTests 4160
200510 20-29 Deaths 10
200510 20-29 PDeaths 1
200510 30-39 PosTests 5777
200510 30-39 Deaths 19
200510 30-39 PDeaths 2
200510 40-49 PosTests 5840
200510 40-49 Deaths 38
200510 40-49 PDeaths 3
200510 50-59 PosTests 5609
200510 50-59 Deaths 100
200510 50-59 PDeaths 8
200510 60-69 PosTests 4189
200510 60-69 Deaths 238
200510 60-69 PDeaths 11
200510 70-79 PosTests 2801
200510 70-79 Deaths 378
200510 70-79 PDeaths 15
200510 80+ PosTests 2587
200510 80+ Deaths 669
200510 80+ PDeaths 58
200510 DnA Deaths 86
200510 DnA PDeaths 8
200511 0-9 PosTests 570
200511 0-9 Deaths NA
200511 10-19 PosTests 1131
200511 10-19 Deaths NA
200511 20-29 PosTests 4299
200511 20-29 Deaths 10
200511 20-29 PDeaths 1
200511 30-39 PosTests 5952
200511 30-39 Deaths 19
200511 30-39 PDeaths 2
200511 40-49 PosTests 5989
200511 40-49 Deaths 39
200511 40-49 PDeaths 4
200511 50-59 PosTests 5707
200511 50-59 Deaths 106
200511 50-59 PDeaths 8
200511 60-69 PosTests 4155
200511 60-69 Deaths 239
200511 60-69 PDeaths 11
200511 70-79 PosTests 2840
200511 70-79 Deaths 384
200511 70-79 PDeaths 15
200511 80+ PosTests 2630
200511 80+ Deaths 676
200511 80+ PDeaths 59
200511 DnA Deaths 100
200511 DnA PDeaths 10
200512 0-9 PosTests 608
200512 0-9 Deaths NA
200512 10-19 PosTests 1183
200512 10-19 Deaths NA
200512 20-29 PosTests 4399
200512 20-29 Deaths 10
200512 20-29 PDeaths 1
200512 30-39 PosTests 6084
200512 30-39 Deaths 20
200512 30-39 PDeaths 2
200512 40-49 PosTests 6119
200512 40-49 Deaths 42
200512 40-49 PDeaths 4
200512 50-59 PosTests 5791
200512 50-59 Deaths 108
200512 50-59 PDeaths 8
200512 60-69 PosTests 4318
200512 60-69 Deaths 252
200512 60-69 PDeaths 11
200512 70-79 PosTests 2884
200512 70-79 Deaths 400
200512 70-79 PDeaths 16
200512 80+ PosTests 2675
200512 80+ Deaths 712
200512 80+ PDeaths 59
200512 DnA Deaths 99
200512 DnA PDeaths 12
200513 0-9 PosTests 635
200513 0-9 Deaths NA
200513 10-19 PosTests 1238
200513 10-19 Deaths NA
200513 20-29 PosTests 4517
200513 20-29 Deaths 10
200513 20-29 PDeaths 1
200513 30-39 PosTests 6236
200513 30-39 Deaths 20
200513 30-39 PDeaths 3
200513 40-49 PosTests 6282
200513 40-49 Deaths 45
200513 40-49 PDeaths 4
200513 50-59 PosTests 5898
200513 50-59 Deaths 114
200513 50-59 PDeaths 9
200513 60-69 PosTests 4394
200513 60-69 Deaths 263
200513 60-69 PDeaths 11
200513 70-79 PosTests 2912
200513 70-79 Deaths 417
200513 70-79 PDeaths 16
200513 80+ PosTests 2700
200513 80+ Deaths 744
200513 80+ PDeaths 60
200513 DnA Deaths 81
200513 DnA PDeaths 11
200514 0-9 PosTests 671
200514 0-9 Deaths NA
200514 10-19 PosTests 1299
200514 10-19 Deaths NA
200514 20-29 PosTests 4685
200514 20-29 Deaths 10
200514 20-29 PDeaths 1
200514 30-39 PosTests 6475
200514 30-39 Deaths 20
200514 30-39 PDeaths 3
200514 40-49 PosTests 6440
200514 40-49 Deaths 48
200514 40-49 PDeaths 4
200514 50-59 PosTests 6033
200514 50-59 Deaths 116
200514 50-59 PDeaths 9
200514 60-69 PosTests 4487
200514 60-69 Deaths 271
200514 60-69 PDeaths 12
200514 70-79 PosTests 3004
200514 70-79 Deaths 428
200514 70-79 PDeaths 14
200514 80+ PosTests 2809
200514 80+ Deaths 771
200514 80+ PDeaths 66
200514 DnA Deaths 84
200514 DnA PDeaths 9
200515 0-9 PosTests 716
200515 0-9 Deaths NA
200515 10-19 PosTests 1383
200515 10-19 Deaths NA
200515 20-29 PosTests 4849
200515 20-29 Deaths 10
200515 20-29 PDeaths 1
200515 30-39 PosTests 6699
200515 30-39 Deaths 21
200515 30-39 PDeaths 3
200515 40-49 PosTests 6635
200515 40-49 Deaths 52
200515 40-49 PDeaths 4
200515 50-59 PosTests 6194
200515 50-59 Deaths 118
200515 50-59 PDeaths 9
200515 60-69 PosTests 4577
200515 60-69 Deaths 280
200515 60-69 PDeaths 12
200515 70-79 PosTests 3076
200515 70-79 Deaths 441
200515 70-79 PDeaths 16
200515 80+ PosTests 2857
200515 80+ Deaths 790
200515 80+ PDeaths 64
200515 DnA Deaths 80
200515 DnA PDeaths 10
200516 0-9 PosTests 743
200516 0-9 Deaths NA
200516 10-19 PosTests 1437
200516 10-19 Deaths NA
200516 20-29 PosTests 5000
200516 20-29 Deaths 10
200516 20-29 PDeaths 1
200516 30-39 PosTests 6880
200516 30-39 Deaths 22
200516 30-39 PDeaths 3
200516 40-49 PosTests 6818
200516 40-49 Deaths 51
200516 40-49 PDeaths 4
200516 50-59 PosTests 6354
200516 50-59 Deaths 123
200516 50-59 PDeaths 10
200516 60-69 PosTests 4665
200516 60-69 Deaths 290
200516 60-69 PDeaths 12
200516 70-79 PosTests 3142
200516 70-79 Deaths 449
200516 70-79 PDeaths 15
200516 80+ PosTests 2929
200516 80+ Deaths 817
200516 80+ PDeaths 63
200516 DnA Deaths 80
200516 DnA PDeaths 7
200517 0-9 PosTests 778
200517 0-9 Deaths NA
200517 10-19 PosTests 1480
200517 10-19 Deaths NA
200517 20-29 PosTests 5143
200517 20-29 Deaths 10
200517 20-29 PDeaths 1
200517 30-39 PosTests 7072
200517 30-39 Deaths 23
200517 30-39 PDeaths 3
200517 40-49 PosTests 6958
200517 40-49 Deaths 51
200517 40-49 PDeaths 4
200517 50-59 PosTests 6484
200517 50-59 Deaths 124
200517 50-59 PDeaths 10
200517 60-69 PosTests 4744
200517 60-69 Deaths 295
200517 60-69 PDeaths 12
200517 70-79 PosTests 3189
200517 70-79 Deaths 459
200517 70-79 PDeaths 15
200517 80+ PosTests 2956
200517 80+ Deaths 841
200517 80+ PDeaths 64
200517 DnA Deaths 73
200517 DnA PDeaths 7
200518 0-9 PosTests 811
200518 0-9 Deaths NA
200518 10-19 PosTests 1549
200518 10-19 Deaths NA
200518 20-29 PosTests 5279
200518 20-29 Deaths 10
200518 20-29 PDeaths 1
200518 30-39 PosTests 7266
200518 30-39 Deaths 23
200518 30-39 PDeaths 3
200518 40-49 PosTests 7135
200518 40-49 Deaths 51
200518 40-49 PDeaths 4
200518 50-59 PosTests 6605
200518 50-59 Deaths 126
200518 50-59 PDeaths 10
200518 60-69 PosTests 4834
200518 60-69 Deaths 302
200518 60-69 PDeaths 12
200518 70-79 PosTests 3244
200518 70-79 Deaths 465
200518 70-79 PDeaths 15
200518 80+ PosTests 3039
200518 80+ Deaths 852
200518 80+ PDeaths 65
200518 DnA Deaths 74
200518 DnA PDeaths 10
200519 0-9 PosTests 837
200519 0-9 Deaths NA
200519 10-19 PosTests 1602
200519 10-19 Deaths 1
200519 20-29 PosTests 5520
200519 20-29 Deaths 10
200519 20-29 PDeaths 1
200519 30-39 PosTests 7617
200519 30-39 Deaths 24
200519 30-39 PDeaths 3
200519 40-49 PosTests 7495
200519 40-49 Deaths 53
200519 40-49 PDeaths 4
200519 50-59 PosTests 6964
200519 50-59 Deaths 131
200519 50-59 PDeaths 10
200519 60-69 PosTests 5050
200519 60-69 Deaths 306
200519 60-69 PDeaths 10
200519 70-79 PosTests 3351
200519 70-79 Deaths 478
200519 70-79 PDeaths 16
200519 80+ PosTests 3110
200519 80+ Deaths 884
200519 80+ PDeaths 63
200519 DnA Deaths 76
200519 DnA PDeaths 11
200520 0-9 PosTests 887
200520 0-9 Deaths NA
200520 10-19 PosTests 1660
200520 10-19 Deaths 1
200520 20-29 PosTests 5623
200520 20-29 Deaths 10
200520 20-29 PDeaths 1
200520 30-39 PosTests 7777
200520 30-39 Deaths 25
200520 30-39 PDeaths 3
200520 40-49 PosTests 7640
200520 40-49 Deaths 54
200520 40-49 PDeaths 4
200520 50-59 PosTests 7066
200520 50-59 Deaths 135
200520 50-59 PDeaths 10
200520 60-69 PosTests 5134
200520 60-69 Deaths 311
200520 60-69 PDeaths 11
200520 70-79 PosTests 3388
200520 70-79 Deaths 495
200520 70-79 PDeaths 15
200520 80+ PosTests 3148
200520 80+ Deaths 908
200520 80+ PDeaths 67
200520 DnA Deaths 65
200520 DnA PDeaths 8
200521 0-9 PosTests 928
200521 0-9 Deaths NA
200521 10-19 PosTests 1736
200521 10-19 Deaths 1
200521 20-29 PosTests 5826
200521 20-29 Deaths 11
200521 20-29 PDeaths 1
200521 30-39 PosTests 8031
200521 30-39 Deaths 28
200521 30-39 PDeaths 3
200521 40-49 PosTests 7868
200521 40-49 Deaths 55
200521 40-49 PDeaths 3
200521 50-59 PosTests 7267
200521 50-59 Deaths 138
200521 50-59 PDeaths 10
200521 60-69 PosTests 5244
200521 60-69 Deaths 319
200521 60-69 PDeaths 12
200521 70-79 PosTests 3439
200521 70-79 Deaths 507
200521 70-79 PDeaths 14
200521 80+ PosTests 3192
200521 80+ Deaths 929
200521 80+ PDeaths 65
200521 DnA Deaths 57
200521 DnA PDeaths 6
200522 0-9 PosTests 956
200522 0-9 Deaths NA
200522 10-19 PosTests 1785
200522 10-19 Deaths 1
200522 20-29 PosTests 5967
200522 20-29 Deaths 11
200522 20-29 PDeaths 1
200522 30-39 PosTests 8189
200522 30-39 Deaths 28
200522 30-39 PDeaths 4
200522 40-49 PosTests 8052
200522 40-49 Deaths 56
200522 40-49 PDeaths 3
200522 50-59 PosTests 7392
200522 50-59 Deaths 145
200522 50-59 PDeaths 10
200522 60-69 PosTests 5336
200522 60-69 Deaths 327
200522 60-69 PDeaths 12
200522 70-79 PosTests 3498
200522 70-79 Deaths 514
200522 70-79 PDeaths 15
200522 80+ PosTests 3249
200522 80+ Deaths 952
200522 80+ PDeaths 65
200522 DnA Deaths 58
200522 DnA PDeaths 5
200523 0-9 PosTests 989
200523 0-9 Deaths NA
200523 10-19 PosTests 1852
200523 10-19 Deaths 1
200523 20-29 PosTests 6146
200523 20-29 Deaths 12
200523 20-29 PDeaths 1
200523 30-39 PosTests 8425
200523 30-39 Deaths 28
200523 30-39 PDeaths 4
200523 40-49 PosTests 8264
200523 40-49 Deaths 57
200523 40-49 PDeaths 4
200523 50-59 PosTests 7556
200523 50-59 Deaths 146
200523 50-59 PDeaths 10
200523 60-69 PosTests 5428
200523 60-69 Deaths 333
200523 60-69 PDeaths 11
200523 70-79 PosTests 3541
200523 70-79 Deaths 528
200523 70-79 PDeaths 15
200523 80+ PosTests 3294
200523 80+ Deaths 971
200523 80+ PDeaths 65
200523 DnA Deaths 54
200523 DnA PDeaths 3
200524 0-9 PosTests 1018
200524 0-9 Deaths NA
200524 10-19 PosTests 1899
200524 10-19 Deaths 1
200524 20-29 PosTests 6270
200524 20-29 Deaths 12
200524 20-29 PDeaths 1
200524 30-39 PosTests 8587
200524 30-39 Deaths 28
200524 30-39 PDeaths 4
200524 40-49 PosTests 8411
200524 40-49 Deaths 58
200524 40-49 PDeaths 4
200524 50-59 PosTests 7667
200524 50-59 Deaths 148
200524 50-59 PDeaths 10
200524 60-69 PosTests 5511
200524 60-69 Deaths 338
200524 60-69 PDeaths 11
200524 70-79 PosTests 3596
200524 70-79 Deaths 534
200524 70-79 PDeaths 15
200524 80+ PosTests 3354
200524 80+ Deaths 984
200524 80+ PDeaths 65
200524 DnA Deaths 59
200524 DnA PDeaths 5
200525 0-9 PosTests 1052
200525 0-9 Deaths NA
200525 10-19 PosTests 1951
200525 10-19 Deaths 1
200525 20-29 PosTests 6405
200525 20-29 Deaths 12
200525 20-29 PDeaths 1
200525 30-39 PosTests 8728
200525 30-39 Deaths 28
200525 30-39 PDeaths 4
200525 40-49 PosTests 8546
200525 40-49 Deaths 61
200525 40-49 PDeaths 4
200525 50-59 PosTests 7790
200525 50-59 Deaths 150
200525 50-59 PDeaths 10
200525 60-69 PosTests 5623
200525 60-69 Deaths 346
200525 60-69 PDeaths 11
200525 70-79 PosTests 3644
200525 70-79 Deaths 541
200525 70-79 PDeaths 15
200525 80+ PosTests 3413
200525 80+ Deaths 997
200525 80+ PDeaths 65
200525 DnA Deaths 51
200525 DnA PDeaths 5
200526 0-9 PosTests 1068
200526 0-9 Deaths NA
200526 10-19 PosTests 1979
200526 10-19 Deaths 1
200526 20-29 PosTests 6480
200526 20-29 Deaths 12
200526 20-29 PDeaths 1
200526 30-39 PosTests 8807
200526 30-39 Deaths 28
200526 30-39 PDeaths 4
200526 40-49 PosTests 8644
200526 40-49 Deaths 65
200526 40-49 PDeaths 4
200526 50-59 PosTests 7888
200526 50-59 Deaths 151
200526 50-59 PDeaths 10
200526 60-69 PosTests 5678
200526 60-69 Deaths 351
200526 60-69 PDeaths 12
200526 70-79 PosTests 3681
200526 70-79 Deaths 550
200526 70-79 PDeaths 15
200526 80+ PosTests 3462
200526 80+ Deaths 1007
200526 80+ PDeaths 65
200526 DnA Deaths 52
200526 DnA PDeaths 5
200527 0-9 PosTests 1119
200527 0-9 Deaths NA
200527 10-19 PosTests 2025
200527 10-19 Deaths 1
200527 20-29 PosTests 6597
200527 20-29 Deaths 11
200527 20-29 PDeaths 1
200527 30-39 PosTests 8940
200527 30-39 Deaths 28
200527 30-39 PDeaths 4
200527 40-49 PosTests 8754
200527 40-49 Deaths 66
200527 40-49 PDeaths 3
200527 50-59 PosTests 7994
200527 50-59 Deaths 153
200527 50-59 PDeaths 11
200527 60-69 PosTests 5751
200527 60-69 Deaths 358
200527 60-69 PDeaths 13
200527 70-79 PosTests 3724
200527 70-79 Deaths 563
200527 70-79 PDeaths 16
200527 80+ PosTests 3519
200527 80+ Deaths 1030
200527 80+ PDeaths 68
200527 DnA Deaths 60
200527 DnA PDeaths 6
200528 0-9 PosTests 1182
200528 0-9 Deaths NA
200528 10-19 PosTests 2119
200528 10-19 Deaths 1
200528 20-29 PosTests 6815
200528 20-29 Deaths 13
200528 20-29 PDeaths 1
200528 30-39 PosTests 9214
200528 30-39 Deaths 29
200528 30-39 PDeaths 4
200528 40-49 PosTests 8989
200528 40-49 Deaths 66
200528 40-49 PDeaths 3
200528 50-59 PosTests 8176
200528 50-59 Deaths 155
200528 50-59 PDeaths 11
200528 60-69 PosTests 5867
200528 60-69 Deaths 362
200528 60-69 PDeaths 11
200528 70-79 PosTests 3780
200528 70-79 Deaths 573
200528 70-79 PDeaths 16
200528 80+ PosTests 3567
200528 80+ Deaths 1046
200528 80+ PDeaths 69
200528 DnA Deaths 62
200528 DnA PDeaths 6
200529 0-9 PosTests 1224
200529 0-9 Deaths NA
200529 10-19 PosTests 2191
200529 10-19 Deaths 1
200529 20-29 PosTests 7033
200529 20-29 Deaths 12
200529 20-29 PDeaths 1
200529 30-39 PosTests 9460
200529 30-39 Deaths 29
200529 30-39 PDeaths 4
200529 40-49 PosTests 9212
200529 40-49 Deaths 68
200529 40-49 PDeaths 3
200529 50-59 PosTests 8354
200529 50-59 Deaths 160
200529 50-59 PDeaths 10
200529 60-69 PosTests 5996
200529 60-69 Deaths 374
200529 60-69 PDeaths 12
200529 70-79 PosTests 3877
200529 70-79 Deaths 581
200529 70-79 PDeaths 17
200529 80+ PosTests 3641
200529 80+ Deaths 1070
200529 80+ PDeaths 69
200529 DnA Deaths 53
200529 DnA PDeaths 2
200530 0-9 PosTests 1253
200530 0-9 Deaths NA
200530 10-19 PosTests 2264
200530 10-19 Deaths 1
200530 20-29 PosTests 7187
200530 20-29 Deaths 12
200530 20-29 PDeaths 1
200530 30-39 PosTests 9671
200530 30-39 Deaths 30
200530 30-39 PDeaths 4
200530 40-49 PosTests 9403
200530 40-49 Deaths 68
200530 40-49 PDeaths 3
200530 50-59 PosTests 8484
200530 50-59 Deaths 165
200530 50-59 PDeaths 9
200530 60-69 PosTests 6116
200530 60-69 Deaths 381
200530 60-69 PDeaths 11
200530 70-79 PosTests 3932
200530 70-79 Deaths 590
200530 70-79 PDeaths 17
200530 80+ PosTests 3705
200530 80+ Deaths 1093
200530 80+ PDeaths 69
200530 DnA Deaths 50
200530 DnA PDeaths 5
200531 0-9 PosTests 1274
200531 0-9 Deaths NA
200531 10-19 PosTests 2319
200531 10-19 Deaths 1
200531 20-29 PosTests 7312
200531 20-29 Deaths 13
200531 20-29 PDeaths 1
200531 30-39 PosTests 9815
200531 30-39 Deaths 30
200531 30-39 PDeaths 4
200531 40-49 PosTests 9505
200531 40-49 Deaths 69
200531 40-49 PDeaths 3
200531 50-59 PosTests 8596
200531 50-59 Deaths 168
200531 50-59 PDeaths 9
200531 60-69 PosTests 6203
200531 60-69 Deaths 385
200531 60-69 PDeaths 11
200531 70-79 PosTests 3986
200531 70-79 Deaths 600
200531 70-79 PDeaths 17
200531 80+ PosTests 3768
200531 80+ Deaths 1102
200531 80+ PDeaths 69
200531 DnA Deaths 43
200531 DnA PDeaths 7
200601 0-9 PosTests 1294
200601 0-9 Deaths NA
200601 10-19 PosTests 2351
200601 10-19 Deaths 1
200601 20-29 PosTests 7397
200601 20-29 Deaths 12
200601 20-29 PDeaths 1
200601 30-39 PosTests 9938
200601 30-39 Deaths 31
200601 30-39 PDeaths 4
200601 40-49 PosTests 9598
200601 40-49 Deaths 71
200601 40-49 PDeaths 3
200601 50-59 PosTests 8671
200601 50-59 Deaths 172
200601 50-59 PDeaths 10
200601 60-69 PosTests 6261
200601 60-69 Deaths 387
200601 60-69 PDeaths 11
200601 70-79 PosTests 4014
200601 70-79 Deaths 605
200601 70-79 PDeaths 17
200601 80+ PosTests 3803
200601 80+ Deaths 1110
200601 80+ PDeaths 71
200601 DnA Deaths 42
200601 DnA PDeaths 4
200602 0-9 PosTests 1343
200602 0-9 Deaths NA
200602 10-19 PosTests 2403
200602 10-19 Deaths 1
200602 20-29 PosTests 7499
200602 20-29 Deaths 12
200602 20-29 PDeaths 1
200602 30-39 PosTests 10085
200602 30-39 Deaths 31
200602 30-39 PDeaths 4
200602 40-49 PosTests 9734
200602 40-49 Deaths 75
200602 40-49 PDeaths 3
200602 50-59 PosTests 8793
200602 50-59 Deaths 173
200602 50-59 PDeaths 10
200602 60-69 PosTests 6357
200602 60-69 Deaths 392
200602 60-69 PDeaths 11
200602 70-79 PosTests 4080
200602 70-79 Deaths 616
200602 70-79 PDeaths 17
200602 80+ PosTests 3881
200602 80+ Deaths 1125
200602 80+ PDeaths 71
200602 DnA Deaths 49
200602 DnA PDeaths 6
200603 0-9 PosTests 1393
200603 0-9 Deaths NA
200603 10-19 PosTests 2473
200603 10-19 Deaths 1
200603 20-29 PosTests 7621
200603 20-29 Deaths 12
200603 20-29 PDeaths 1
200603 30-39 PosTests 10255
200603 30-39 Deaths 31
200603 30-39 PDeaths 4
200603 40-49 PosTests 9868
200603 40-49 Deaths 75
200603 40-49 PDeaths 3
200603 50-59 PosTests 8879
200603 50-59 Deaths 179
200603 50-59 PDeaths 10
200603 60-69 PosTests 6461
200603 60-69 Deaths 401
200603 60-69 PDeaths 11
200603 70-79 PosTests 4134
200603 70-79 Deaths 626
200603 70-79 PDeaths 17
200603 80+ PosTests 3928
200603 80+ Deaths 1148
200603 80+ PDeaths 71
200603 DnA Deaths 46
200603 DnA PDeaths 5
200604 0-9 PosTests 1422
200604 0-9 Deaths NA
200604 10-19 PosTests 2538
200604 10-19 Deaths 1
200604 20-29 PosTests 7768
200604 20-29 Deaths 12
200604 20-29 PDeaths 1
200604 30-39 PosTests 10375
200604 30-39 Deaths 33
200604 30-39 PDeaths 4
200604 40-49 PosTests 10033
200604 40-49 Deaths 75
200604 40-49 PDeaths 3
200604 50-59 PosTests 9006
200604 50-59 Deaths 182
200604 50-59 PDeaths 10
200604 60-69 PosTests 6536
200604 60-69 Deaths 406
200604 60-69 PDeaths 11
200604 70-79 PosTests 4190
200604 70-79 Deaths 631
200604 70-79 PDeaths 19
200604 80+ PosTests 3990
200604 80+ Deaths 1171
200604 80+ PDeaths 71
200604 DnA Deaths 35
200604 DnA PDeaths 3
200605 0-9 PosTests 1457
200605 0-9 Deaths NA
200605 10-19 PosTests 2604
200605 10-19 Deaths 1
200605 20-29 PosTests 7938
200605 20-29 Deaths 13
200605 20-29 PDeaths 1
200605 30-39 PosTests 10569
200605 30-39 Deaths 33
200605 30-39 PDeaths 4
200605 40-49 PosTests 10191
200605 40-49 Deaths 78
200605 40-49 PDeaths 3
200605 50-59 PosTests 9142
200605 50-59 Deaths 187
200605 50-59 PDeaths 10
200605 60-69 PosTests 6626
200605 60-69 Deaths 412
200605 60-69 PDeaths 12
200605 70-79 PosTests 4234
200605 70-79 Deaths 637
200605 70-79 PDeaths 19
200605 80+ PosTests 4009
200605 80+ Deaths 1183
200605 80+ PDeaths 70
200605 DnA Deaths 36
200605 DnA PDeaths 3
200606 0-9 PosTests 1487
200606 0-9 Deaths NA
200606 10-19 PosTests 2648
200606 10-19 Deaths 1
200606 20-29 PosTests 8065
200606 20-29 Deaths 13
200606 20-29 PDeaths 1
200606 30-39 PosTests 10702
200606 30-39 Deaths 34
200606 30-39 PDeaths 4
200606 40-49 PosTests 10326
200606 40-49 Deaths 79
200606 40-49 PDeaths 3
200606 50-59 PosTests 9239
200606 50-59 Deaths 191
200606 50-59 PDeaths 10
200606 60-69 PosTests 6705
200606 60-69 Deaths 417
200606 60-69 PDeaths 13
200606 70-79 PosTests 4272
200606 70-79 Deaths 648
200606 70-79 PDeaths 18
200606 80+ PosTests 4038
200606 80+ Deaths 1208
200606 80+ PDeaths 70
200606 DnA Deaths 29
200606 DnA PDeaths 5
200607 0-9 PosTests 1506
200607 0-9 Deaths NA
200607 10-19 PosTests 2689
200607 10-19 Deaths 1
200607 20-29 PosTests 8144
200607 20-29 Deaths 13
200607 20-29 PDeaths 1
200607 30-39 PosTests 10803
200607 30-39 Deaths 34
200607 30-39 PDeaths 4
200607 40-49 PosTests 10415
200607 40-49 Deaths 79
200607 40-49 PDeaths 3
200607 50-59 PosTests 9298
200607 50-59 Deaths 191
200607 50-59 PDeaths 10
200607 60-69 PosTests 6751
200607 60-69 Deaths 420
200607 60-69 PDeaths 13
200607 70-79 PosTests 4304
200607 70-79 Deaths 651
200607 70-79 PDeaths 19
200607 80+ PosTests 4063
200607 80+ Deaths 1214
200607 80+ PDeaths 70
200607 DnA Deaths 22
200607 DnA PDeaths 4
200608 0-9 PosTests 1521
200608 0-9 Deaths NA
200608 10-19 PosTests 2723
200608 10-19 Deaths 1
200608 20-29 PosTests 8216
200608 20-29 Deaths 14
200608 20-29 PDeaths 1
200608 30-39 PosTests 10901
200608 30-39 Deaths 34
200608 30-39 PDeaths 4
200608 40-49 PosTests 10500
200608 40-49 Deaths 80
200608 40-49 PDeaths 3
200608 50-59 PosTests 9365
200608 50-59 Deaths 192
200608 50-59 PDeaths 10
200608 60-69 PosTests 6782
200608 60-69 Deaths 424
200608 60-69 PDeaths 13
200608 70-79 PosTests 4323
200608 70-79 Deaths 651
200608 70-79 PDeaths 19
200608 80+ PosTests 4073
200608 80+ Deaths 1218
200608 80+ PDeaths 70
200608 DnA Deaths 39
200608 DnA PDeaths 3
200609 0-9 PosTests 1541
200609 0-9 Deaths NA
200609 10-19 PosTests 2750
200609 10-19 Deaths 1
200609 20-29 PosTests 8319
200609 20-29 Deaths 14
200609 20-29 PDeaths 1
200609 30-39 PosTests 10979
200609 30-39 Deaths 34
200609 30-39 PDeaths 4
200609 40-49 PosTests 10596
200609 40-49 Deaths 81
200609 40-49 PDeaths 3
200609 50-59 PosTests 9438
200609 50-59 Deaths 194
200609 50-59 PDeaths 10
200609 60-69 PosTests 6832
200609 60-69 Deaths 430
200609 60-69 PDeaths 12
200609 70-79 PosTests 4360
200609 70-79 Deaths 658
200609 70-79 PDeaths 19
200609 80+ PosTests 4089
200609 80+ Deaths 1239
200609 80+ PDeaths 72
200609 DnA Deaths 35
200609 DnA PDeaths 4
200610 0-9 PosTests 1573
200610 0-9 Deaths NA
200610 10-19 PosTests 2791
200610 10-19 Deaths 1
200610 20-29 PosTests 8408
200610 20-29 Deaths 14
200610 20-29 PDeaths 1
200610 30-39 PosTests 11089
200610 30-39 Deaths 34
200610 30-39 PDeaths 4
200610 40-49 PosTests 10698
200610 40-49 Deaths 81
200610 40-49 PDeaths 3
200610 50-59 PosTests 9522
200610 50-59 Deaths 198
200610 50-59 PDeaths 10
200610 60-69 PosTests 6879
200610 60-69 Deaths 435
200610 60-69 PDeaths 12
200610 70-79 PosTests 4389
200610 70-79 Deaths 664
200610 70-79 PDeaths 18
200610 80+ PosTests 4116
200610 80+ Deaths 1255
200610 80+ PDeaths 72
200610 DnA Deaths 37
200610 DnA PDeaths 5
200611 0-9 PosTests 1608
200611 0-9 Deaths NA
200611 10-19 PosTests 2839
200611 10-19 Deaths 1
200611 20-29 PosTests 8531
200611 20-29 Deaths 14
200611 20-29 PDeaths 1
200611 30-39 PosTests 11238
200611 30-39 Deaths 35
200611 30-39 PDeaths 5
200611 40-49 PosTests 10838
200611 40-49 Deaths 83
200611 40-49 PDeaths 3
200611 50-59 PosTests 9611
200611 50-59 Deaths 202
200611 50-59 PDeaths 10
200611 60-69 PosTests 6941
200611 60-69 Deaths 435
200611 60-69 PDeaths 12
200611 70-79 PosTests 4429
200611 70-79 Deaths 669
200611 70-79 PDeaths 18
200611 80+ PosTests 4162
200611 80+ Deaths 1268
200611 80+ PDeaths 73
200611 DnA Deaths 43
200611 DnA PDeaths 3
200612 0-9 PosTests 1626
200612 0-9 Deaths NA
200612 10-19 PosTests 2879
200612 10-19 Deaths 1
200612 20-29 PosTests 8604
200612 20-29 Deaths 14
200612 20-29 PDeaths 1
200612 30-39 PosTests 11321
200612 30-39 Deaths 35
200612 30-39 PDeaths 5
200612 40-49 PosTests 10903
200612 40-49 Deaths 85
200612 40-49 PDeaths 3
200612 50-59 PosTests 9670
200612 50-59 Deaths 205
200612 50-59 PDeaths 10
200612 60-69 PosTests 6973
200612 60-69 Deaths 444
200612 60-69 PDeaths 12
200612 70-79 PosTests 4450
200612 70-79 Deaths 673
200612 70-79 PDeaths 18
200612 80+ PosTests 4187
200612 80+ Deaths 1281
200612 80+ PDeaths 74
200612 DnA Deaths 35
200612 DnA PDeaths 4
200613 0-9 PosTests 1720
200613 0-9 Deaths NA
200613 10-19 PosTests 2958
200613 10-19 Deaths 1
200613 20-29 PosTests 8710
200613 20-29 Deaths 14
200613 20-29 PDeaths 1
200613 30-39 PosTests 11417
200613 30-39 Deaths 35
200613 30-39 PDeaths 5
200613 40-49 PosTests 10998
200613 40-49 Deaths 87
200613 40-49 PDeaths 3
200613 50-59 PosTests 9746
200613 50-59 Deaths 206
200613 50-59 PDeaths 11
200613 60-69 PosTests 7036
200613 60-69 Deaths 452
200613 60-69 PDeaths 13
200613 70-79 PosTests 4485
200613 70-79 Deaths 676
200613 70-79 PDeaths 18
200613 80+ PosTests 4235
200613 80+ Deaths 1291
200613 80+ PDeaths 75
200613 DnA Deaths 37
200613 DnA PDeaths 1
200614 0-9 PosTests 1739
200614 0-9 Deaths NA
200614 10-19 PosTests 2993
200614 10-19 Deaths 1
200614 20-29 PosTests 8785
200614 20-29 Deaths 14
200614 20-29 PDeaths 1
200614 30-39 PosTests 11502
200614 30-39 Deaths 36
200614 30-39 PDeaths 5
200614 40-49 PosTests 11052
200614 40-49 Deaths 87
200614 40-49 PDeaths 3
200614 50-59 PosTests 9797
200614 50-59 Deaths 207
200614 50-59 PDeaths 11
200614 60-69 PosTests 7075
200614 60-69 Deaths 459
200614 60-69 PDeaths 13
200614 70-79 PosTests 4510
200614 70-79 Deaths 684
200614 70-79 PDeaths 19
200614 80+ PosTests 4248
